206
3706.53 906.767 0.125,      1 52 56,                  stand,  0.0 0.0 0.0,  ,
3145.89 494.556 -0.558016,  2 42 47 50 51 204,        stand,  0.0 0.0 0.0,  ,
2875.09 172.084 -63.3457,   37 42 45 47 50,           stand,  0.0 0.0 0.0,  ,
2675.02 10.3925 -74.968,    37 44 46,                 stand,  0.0 0.0 0.0,  ,
2635.8 312.475 -25.6974,    45 47,                    stand,  0.0 0.0 0.0,  ,
2820.71 450.551 -23.7099,   42 43 44 46 48 50,        stand,  0.0 0.0 0.0,  ,
2643.61 562.802 -1.19857,   6 47 49,                  stand,  0.0 0.0 0.0,  ,
2754.89 741.054 -15.875,    3 4 48 50,                stand,  0.0 0.0 0.0,  ,
2998.33 633.31 -15.875,     2 3 43 44 47 49,          stand,  0.0 0.0 0.0,  ,
3433.63 612.368 -12.5015,   1 43 52 204,              stand,  0.0 0.0 0.0,  ,
3615.37 701.223 -15.875,    0 51 53 56,               stand,  0.0 0.0 0.0,  ,
3884.21 617.222 -10.5316,   52 54 56 61,              stand,  0.0 0.0 0.0,  ,
4016.09 520.545 0.125,      53 55 126 127,            stand,  0.0 0.0 0.0,  ,
4145.97 610.972 -4.58179,   54 62 64,                 stand,  0.0 0.0 0.0,  ,
3750.82 767.824 -15.875,    0 52 53 57 61,            stand,  0.0 0.0 0.0,  ,
3923.84 858.526 0.125001,   56 58 61,                 stand,  0.0 0.0 0.0,  ,
4274.25 864.219 0.125,      57 59 61 62,              stand,  0.0 0.0 0.0,  ,
4357.51 954.72 0.125,       58 60 60 63,              stand,  0.0 0.0 0.0,  ,
4446.47 854.821 0.0789445,  59 59 64 66 67,           stand,  0.0 0.0 0.0,  ,
3909.55 712.522 -15.875,    53 56 57 58 62,           stand,  0.0 0.0 0.0,  ,
4151.37 724.98 -15.875,     55 58 61 64 66,           stand,  0.0 0.0 0.0,  ,
4365.91 1256.71 5.31874,    59,                       stand,  0.0 0.0 0.0,  ,
4286.0 595.287 0.125001,    55 60 62 66,              stand,  0.0 0.0 0.0,  ,
4755.52 599.088 0.124999,   66 78 79,                 stand,  0.0 0.0 0.0,  ,
4564.51 660.57 -15.9509,    60 62 64 65 67,           stand,  0.0 0.0 0.0,  ,
4758.6 892.452 -0.523981,   60 66 68 69 78 79,        stand,  0.0 0.0 0.0,  ,
4621.83 1197.71 20.125,     67 70 76,                 stand,  0.0 0.0 0.0,  ,
4830.45 1233.65 20.125,     67 77,                    stand,  0.0 0.0 0.0,  ,
4436.72 1221.3 20.125,      68 71 72,                 stand,  0.0 0.0 0.0,  ,
4446.55 1006.78 20.125,     70 72,                    stand,  0.0 0.0 0.0,  ,
4515.62 1020.3 20.125,      70 71,                    stand,  0.0 0.0 0.0,  ,
4422.2 1501.93 20.125,      74 75,                    stand,  0.0 0.0 0.0,  ,
4442.66 1310.85 20.125,     73 75,                    stand,  0.0 0.0 0.0,  ,
4508.2 1407.35 20.125,      73 74 76,                 stand,  0.0 0.0 0.0,  ,
4599.82 1410.02 20.125,     68 75 77,                 stand,  0.0 0.0 0.0,  ,
4787.82 1402.02 20.125,     69 76,                    stand,  0.0 0.0 0.0,  ,
4910.8 834.915 -15.875,     65 67 79 81,              stand,  0.0 0.0 0.0,  ,
4922.82 635.688 0.125001,   65 67 78 80 81 85,        stand,  0.0 0.0 0.0,  ,
4910.76 515.943 0.125001,   79 113,                   stand,  0.0 0.0 0.0,  ,
5123.58 1009.13 -2.12946,   78 79 82 83 84 95,        stand,  0.0 0.0 0.0,  ,
5113.59 1279.23 0.125,      81 83 196,                stand,  0.0 0.0 0.0,  ,
5355.93 1265.18 -1.81832,   81 82 86 93 95,           stand,  0.0 0.0 0.0,  ,
5275.91 799.709 0.124998,   81 85 94 95 96,           stand,  0.0 0.0 0.0,  ,
5121.56 681.831 0.124998,   79 84,                    stand,  0.0 0.0 0.0,  ,
5641.35 1358.49 0.125,      83 87 93 195,             stand,  0.0 0.0 0.0,  ,
5849.74 1355.2 0.125,       86 88 91,                 stand,  0.0 0.0 0.0,  ,
6092.8 1308.3 -11.0534,     87 89,                    stand,  0.0 0.0 0.0,  ,
6084.26 1064.66 -2.60209,   88 90 91,                 stand,  0.0 0.0 0.0,  ,
5923.53 1013.51 0.124999,   89 91 92 103 104,         stand,  0.0 0.0 0.0,  ,
5830.94 1170.82 -15.875,    87 89 90 92 93,           stand,  0.0 0.0 0.0,  ,
5652.63 1037.26 0.125002,   90 91 93 94,              stand,  0.0 0.0 0.0,  ,
5477.94 1194.69 -15.875,    83 86 91 92 94,           stand,  0.0 0.0 0.0,  ,
5438.2 950.236 0.124998,    84 92 93,                 stand,  0.0 0.0 0.0,  ,
5259.08 1013.37 -15.875,    81 83 84,                 stand,  0.0 0.0 0.0,  ,
5283.64 637.228 8.125,      84 97,                    stand,  0.0 0.0 0.0,  ,
5410.86 618.949 8.125,      96 98 100,                stand,  0.0 0.0 0.0,  ,
5418.96 433.111 8.125,      97 99,                    stand,  0.0 0.0 0.0,  ,
5572.17 472.582 8.125,      98 100,                   stand,  0.0 0.0 0.0,  ,
5605.85 674.779 8.125,      97 99 101,                stand,  0.0 0.0 0.0,  ,
5781.88 646.336 0.124999,   100 102 104,              stand,  0.0 0.0 0.0,  ,
6081.68 657.599 0.124999,   101 103 105,              stand,  0.0 0.0 0.0,  ,
6075.35 887.334 0.124999,   90 102 104,               stand,  0.0 0.0 0.0,  ,
5771.21 852.136 0.124999,   90 101 103,               stand,  0.0 0.0 0.0,  ,
6078.59 517.614 0.124999,   102 106 197,              stand,  0.0 0.0 0.0,  ,
5999.78 523.38 0.124999,    105 107,                  stand,  0.0 0.0 0.0,  ,
5748.68 497.78 -126.207,    106 108,                  stand,  0.0 0.0 0.0,  ,
5790.71 344.424 -127.875,   107 109 111,              stand,  0.0 0.0 0.0,  ,
5837.37 -187.71 -130.959,   108 110,                  stand,  0.0 0.0 0.0,  ,
5378.34 -162.176 -126.655,  109 111 186,              stand,  0.0 0.0 0.0,  ,
5236.48 68.7163 -127.883,   108 110 112,              stand,  0.0 0.0 0.0,  ,
4932.44 66.7883 -127.875,   111 113 114 198,          stand,  0.0 0.0 0.0,  ,
4932.12 285.317 -127.875,   80 112,                   stand,  0.0 0.0 0.0,  ,
4790.43 -186.458 -127.875,  112 115,                  stand,  0.0 0.0 0.0,  ,
4587.9 -245.421 -127.875,   114 118 121,              stand,  0.0 0.0 0.0,  ,
4200.75 -771.258 -127.875,  117 119 130,              stand,  0.0 0.0 0.0,  ,
4222.43 -579.436 -127.875,  116 118 120,              stand,  0.0 0.0 0.0,  ,
4594.79 -547.756 -127.875,  115 117 119,              stand,  0.0 0.0 0.0,  ,
4576.17 -756.701 -127.875,  116 118 131,              stand,  0.0 0.0 0.0,  ,
4185.68 -297.459 -127.875,  117 121 128,              stand,  0.0 0.0 0.0,  ,
4325.87 -249.418 -127.875,  115 120 122,              stand,  0.0 0.0 0.0,  ,
4295.81 -8.24742 -127.875,  121 123,                  stand,  0.0 0.0 0.0,  ,
3989.63 61.2104 -127.875,   122 124 128,              stand,  0.0 0.0 0.0,  ,
4016.84 149.051 -127.875,   123 125,                  stand,  0.0 0.0 0.0,  ,
4298.29 160.829 0.125,      124 126,                  stand,  0.0 0.0 0.0,  ,
4241.33 297.383 0.125,      54 125 127,               stand,  0.0 0.0 0.0,  ,
3900.04 262.513 0.125,      54 126,                   stand,  0.0 0.0 0.0,  ,
3901.03 -269.074 -127.875,  120 123 129,              stand,  0.0 0.0 0.0,  ,
3869.57 -497.511 -127.875,  128 130 132,              stand,  0.0 0.0 0.0,  ,
3904.68 -741.554 -127.875,  116 129,                  stand,  0.0 0.0 0.0,  ,
4769.31 -688.536 -63.875,   119 136,                  stand,  0.0 0.0 0.0,  ,
3634.86 -465.137 -127.875,  129 133 134,              stand,  0.0 0.0 0.0,  ,
3568.25 -268.341 -127.875,  132 135 203,              stand,  0.0 0.0 0.0,  ,
3464.95 -488.004 -95.875,   132 135 202,              stand,  0.0 0.0 0.0,  ,
3384.64 -250.621 -95.875,   35 133 134,               stand,  0.0 0.0 0.0,  ,
4835.76 -752.942 -63.875,   131 137,                  stand,  0.0 0.0 0.0,  ,
4838.62 -894.974 0.125,     136 138 140 141,          stand,  0.0 0.0 0.0,  ,
4789.75 -1109.44 -2.48627,  137 139 152,              stand,  0.0 0.0 0.0,  ,
4464.31 -1113.73 -14.6085,  138 140,                  stand,  0.0 0.0 0.0,  ,
4400.03 -1045.35 -8.58804,  137 139 141 142,          stand,  0.0 0.0 0.0,  ,
4402.63 -959.222 -1.23275,  137 140 142,              stand,  0.0 0.0 0.0,  ,
4077.04 -1012.66 -6.27507,  140 141 143 144 145,      stand,  0.0 0.0 0.0,  ,
4087.33 -1202.28 -20.1441,  142 144 148,              stand,  0.0 0.0 0.0,  ,
3758.18 -1188.31 -15.875,   142 143 145 146,          stand,  0.0 0.0 0.0,  ,
3805.17 -993.952 -1.95608,  142 144 191,              stand,  0.0 0.0 0.0,  ,
3577.64 -1206.41 -47.875,   144 147,                  stand,  0.0 0.0 0.0,  ,
3401.91 -1324.5 -47.875,    28 146,                   stand,  0.0 0.0 0.0,  ,
4067.72 -1566.69 -23.875,   143 149,                  stand,  0.0 0.0 0.0,  ,
4075.28 -1719.09 -27.2935,  148 150,                  stand,  0.0 0.0 0.0,  ,
4153.25 -1714.48 0.125001,  149 151,                  stand,  0.0 0.0 0.0,  ,
4592.74 -1701.32 -8.4072,   150 152 153 162,          stand,  0.0 0.0 0.0,  ,
4810.48 -1543.93 -5.7632,   138 151 162,              stand,  0.0 0.0 0.0,  ,
4654.58 -2219.38 -6.61494,  151 154 155,              stand,  0.0 0.0 0.0,  ,
4889.36 -2402.59 -7.875,    153 155 201,              stand,  0.0 0.0 0.0,  ,
5033.11 -2239.66 -6.04286,  153 154 156 157 201,      stand,  0.0 0.0 0.0,  ,
5245.16 -2074.52 4.125,     155 157 158 159,          stand,  0.0 0.0 0.0,  ,
5135.82 -2110.45 4.125,     155 156 160,              stand,  0.0 0.0 0.0,  ,
5428.95 -2107.63 -7.80467,  156 164 200,              stand,  0.0 0.0 0.0,  ,
5243.0 -1762.79 4.125,      156 160 161,              stand,  0.0 0.0 0.0,  ,
5128.46 -1811.81 4.125,     157 159 162,              stand,  0.0 0.0 0.0,  ,
5189.34 -1535.14 0.125,     159 162 163,              stand,  0.0 0.0 0.0,  ,
5049.71 -1562.59 -7.875,    151 152 160 161,          stand,  0.0 0.0 0.0,  ,
5440.89 -1528.18 0.124999,  161 164 167 170,          stand,  0.0 0.0 0.0,  ,
5499.2 -1743.5 -7.875,      158 163 165,              stand,  0.0 0.0 0.0,  ,
5762.58 -1686.3 0.125001,   164 166 167,              stand,  0.0 0.0 0.0,  ,
5946.85 -1414.17 -7.875,    165 167 168,              stand,  0.0 0.0 0.0,  ,
5705.31 -1443.36 -7.875,    163 165 166 169 170 171,  stand,  0.0 0.0 0.0,  ,
5976.98 -1261.36 0.125,     166 169,                  stand,  0.0 0.0 0.0,  ,
5761.22 -1218.5 0.124997,   167 168 171 177,          stand,  0.0 0.0 0.0,  ,
5478.81 -1321.24 0.124997,  163 167 171,              stand,  0.0 0.0 0.0,  ,
5666.78 -1207.25 0.124998,  167 169 170 172 176 177,  stand,  0.0 0.0 0.0,  ,
5447.61 -1036.62 0.124998,  171 173 175 176,          stand,  0.0 0.0 0.0,  ,
5261.66 -1034.34 0.124998,  172 174,                  stand,  0.0 0.0 0.0,  ,
5253.75 -692.8 0.124998,    173 175,                  stand,  0.0 0.0 0.0,  ,
5425.93 -674.409 0.124998,  172 174 176 178 179,      stand,  0.0 0.0 0.0,  ,
5557.51 -929.488 0.124998,  171 172 175 178,          stand,  0.0 0.0 0.0,  ,
5840.87 -996.608 0.124998,  169 171 178,              stand,  0.0 0.0 0.0,  ,
5805.72 -889.984 0.124998,  175 176 177 179,          stand,  0.0 0.0 0.0,  ,
5740.32 -562.844 0.124998,  175 178 180,              stand,  0.0 0.0 0.0,  ,
5741.41 -441.717 -3.875,    179 181 185,              stand,  0.0 0.0 0.0,  ,
6054.2 -453.827 -3.875,     180 182 183 184,          stand,  0.0 0.0 0.0,  ,
6084.51 -155.896 -3.17925,  181 183 184 199,          stand,  0.0 0.0 0.0,  ,
6284.43 -238.706 -1.13569,  181 182 184 199,          stand,  0.0 0.0 0.0,  ,
6334.7 -444.887 -3.875,     181 182 183,              stand,  0.0 0.0 0.0,  ,
5538.36 -421.676 0.125001,  180 186,                  stand,  0.0 0.0 0.0,  ,
5360.88 -386.813 -47.875,   110 185,                  stand,  0.0 0.0 0.0,  ,
3270.94 -675.293 -3.875,    29 188,                   stand,  0.0 0.0 0.0,  ,
3358.26 -671.947 -3.875,    187 189 190 192,          stand,  0.0 0.0 0.0,  ,
3355.65 -850.396 -3.875,    188 190 192 205,          stand,  0.0 0.0 0.0,  ,
3553.77 -676.998 -3.875,    188 189 192,              stand,  0.0 0.0 0.0,  ,
3670.24 -979.528 -3.875,    145 192,                  stand,  0.0 0.0 0.0,  ,
3640.77 -840.912 -3.875,    188 189 190 191,          stand,  0.0 0.0 0.0,  ,
2133.56 -522.782 -95.875,   12,                       stand,  0.0 0.0 0.0,  ,
2469.66 -1359.56 -95.875,   21,                       stand,  0.0 0.0 0.0,  ,
5626.07 1539.34 0.124998,   86,                       stand,  0.0 0.0 0.0,  ,
5024.95 1376.37 0.125002,   82,                       stand,  0.0 0.0 0.0,  ,
6250.46 493.035 0.125,      105,                      stand,  0.0 0.0 0.0,  ,
4806.94 139.087 -127.875,   112,                      stand,  0.0 0.0 0.0,  ,
6240.07 -138.116 -1.03646,  182 183,                  stand,  0.0 0.0 0.0,  ,
5376.63 -2351.72 0.124999,  158,                      stand,  0.0 0.0 0.0,  ,
5028.3 -2414.56 -6.38631,   154 155,                  stand,  0.0 0.0 0.0,  ,
3398.16 -566.54 -95.875,    134,                      stand,  0.0 0.0 0.0,  ,
3663.97 -183.319 -127.875,  133,                      stand,  0.0 0.0 0.0,  ,
3397.29 528.463 -1.05665,   43 51,                    stand,  0.0 0.0 0.0,  ,
3357.8 -1125.63 -3.875,     189,                      stand,  0.0 0.0 0.0,  ,
